_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name,duty
36,2021-10-01T00:00:00,2021,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,310532325
37,2021-10-01T00:00:00,2021,10,October,42,เครื่องหนัง,245885820
38,2021-10-01T00:00:00,2021,10,October,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,292549091
39,2021-10-01T00:00:00,2021,10,October,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),216363139
40,2021-10-01T00:00:00,2021,10,October,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,154564005
41,2021-10-01T00:00:00,2021,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",119342038
42,2021-10-01T00:00:00,2021,10,October,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,93154721
43,2021-10-01T00:00:00,2021,10,October,38,เคมีภัณฑ์เบ็ดเตล็ด,121637865
44,2021-10-01T00:00:00,2021,10,October,72,เหล็กและเหล็กกล้า,216637221
45,2021-10-01T00:00:00,2021,10,October,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,110799860
46,2021-09-01T00:00:00,2021,9,September,87,ยานยนต์และส่วนประกอบ,1231782924
47,2021-09-01T00:00:00,2021,9,September,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,944248508
48,2021-09-01T00:00:00,2021,9,September,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,695091443
49,2021-09-01T00:00:00,2021,9,September,39,พลาสติกและของที่ทำด้วยพลาสติก,390254404
50,2021-09-01T00:00:00,2021,9,September,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,493798117
51,2021-09-01T00:00:00,2021,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,354359749
52,2021-09-01T00:00:00,2021,9,September,42,เครื่องหนัง,203873618
53,2021-09-01T00:00:00,2021,9,September,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,246803381
54,2021-09-01T00:00:00,2021,9,September,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),280347145
91,2021-06-01T00:00:00,2021,6,June,87,ยานยนต์และส่วนประกอบ,1434443906
55,2021-09-01T00:00:00,2021,9,September,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,157996259
56,2021-09-01T00:00:00,2021,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",137436812
57,2021-09-01T00:00:00,2021,9,September,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,83343280
58,2021-09-01T00:00:00,2021,9,September,38,เคมีภัณฑ์เบ็ดเตล็ด,125178728
59,2021-09-01T00:00:00,2021,9,September,72,เหล็กและเหล็กกล้า,171934359
60,2021-09-01T00:00:00,2021,9,September,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,101615988
61,2021-08-01T00:00:00,2021,8,August,87,ยานยนต์และส่วนประกอบ,1345566140
62,2021-08-01T00:00:00,2021,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,948432209
63,2021-08-01T00:00:00,2021,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,694150671
64,2021-08-01T00:00:00,2021,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,411091021
65,2021-08-01T00:00:00,2021,8,August,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,481675113
66,2021-08-01T00:00:00,2021,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,354809997
67,2021-08-01T00:00:00,2021,8,August,42,เครื่องหนัง,117284342
68,2021-08-01T00:00:00,2021,8,August,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,218764909
69,2021-08-01T00:00:00,2021,8,August,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),247028462
70,2021-08-01T00:00:00,2021,8,August,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,131767619
71,2021-08-01T00:00:00,2021,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",140528378
72,2021-08-01T00:00:00,2021,8,August,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,80987691
73,2021-08-01T00:00:00,2021,8,August,38,เคมีภัณฑ์เบ็ดเตล็ด,170678992
74,2021-08-01T00:00:00,2021,8,August,72,เหล็กและเหล็กกล้า,126375049
75,2021-08-01T00:00:00,2021,8,August,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,84432134
76,2021-07-01T00:00:00,2021,7,July,87,ยานยนต์และส่วนประกอบ,1339422486
77,2021-07-01T00:00:00,2021,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,821110219
78,2021-07-01T00:00:00,2021,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,616977216
79,2021-07-01T00:00:00,2021,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,370146597
80,2021-07-01T00:00:00,2021,7,July,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,386858644
81,2021-07-01T00:00:00,2021,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,315830768
82,2021-07-01T00:00:00,2021,7,July,42,เครื่องหนัง,153132460
83,2021-07-01T00:00:00,2021,7,July,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,217901930
84,2021-07-01T00:00:00,2021,7,July,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),201541393
85,2021-07-01T00:00:00,2021,7,July,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,121808914
86,2021-07-01T00:00:00,2021,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",127007667
87,2021-07-01T00:00:00,2021,7,July,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,106463176
88,2021-07-01T00:00:00,2021,7,July,38,เคมีภัณฑ์เบ็ดเตล็ด,127065004
89,2021-07-01T00:00:00,2021,7,July,72,เหล็กและเหล็กกล้า,126268489
90,2021-07-01T00:00:00,2021,7,July,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,82885301
92,2021-06-01T00:00:00,2021,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,841075451
93,2021-06-01T00:00:00,2021,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,649903823
94,2021-06-01T00:00:00,2021,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,385989977
95,2021-06-01T00:00:00,2021,6,June,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,457137067
96,2021-06-01T00:00:00,2021,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,317470342
97,2021-06-01T00:00:00,2021,6,June,42,เครื่องหนัง,172570237
98,2021-06-01T00:00:00,2021,6,June,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,248246673
99,2021-06-01T00:00:00,2021,6,June,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),268388206
100,2021-06-01T00:00:00,2021,6,June,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,146281296
101,2021-06-01T00:00:00,2021,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",129215502
102,2021-06-01T00:00:00,2021,6,June,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,64343656
103,2021-06-01T00:00:00,2021,6,June,38,เคมีภัณฑ์เบ็ดเตล็ด,122207143
104,2021-06-01T00:00:00,2021,6,June,72,เหล็กและเหล็กกล้า,136041206
105,2021-06-01T00:00:00,2021,6,June,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,95952724
106,2021-05-01T00:00:00,2021,5,May,87,ยานยนต์และส่วนประกอบ,1323560471
107,2021-05-01T00:00:00,2021,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,751324211
108,2021-05-01T00:00:00,2021,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,598136910
109,2021-05-01T00:00:00,2021,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,352942212
1183,2015-06-01T00:00:00,2015,6,June,64,รองเท้า,146478506
110,2021-05-01T00:00:00,2021,5,May,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,439026897
111,2021-05-01T00:00:00,2021,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,299948973
112,2021-05-01T00:00:00,2021,5,May,42,เครื่องหนัง,162918878
113,2021-05-01T00:00:00,2021,5,May,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,258188791
114,2021-05-01T00:00:00,2021,5,May,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),235421293
115,2021-05-01T00:00:00,2021,5,May,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,130983924
116,2021-05-01T00:00:00,2021,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",107760985
117,2021-05-01T00:00:00,2021,5,May,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,75459295
118,2021-05-01T00:00:00,2021,5,May,38,เคมีภัณฑ์เบ็ดเตล็ด,124132736
119,2021-05-01T00:00:00,2021,5,May,72,เหล็กและเหล็กกล้า,105904336
120,2021-05-01T00:00:00,2021,5,May,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,102553430
121,2021-04-01T00:00:00,2021,4,April,87,ยานยนต์และส่วนประกอบ,1339648857
122,2021-04-01T00:00:00,2021,4,April,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,787021773
123,2021-04-01T00:00:00,2021,4,April,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,606425345
124,2021-04-01T00:00:00,2021,4,April,39,พลาสติกและของที่ทำด้วยพลาสติก,326368368
125,2021-04-01T00:00:00,2021,4,April,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,396786624
126,2021-04-01T00:00:00,2021,4,April,73,ของทำด้วยเหล็กหรือเหล็กกล้า,282611828
127,2021-04-01T00:00:00,2021,4,April,42,เครื่องหนัง,189389037
128,2021-04-01T00:00:00,2021,4,April,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,253613485
129,2021-04-01T00:00:00,2021,4,April,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),146265781
130,2021-04-01T00:00:00,2021,4,April,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,159848511
131,2021-04-01T00:00:00,2021,4,April,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",104580890
132,2021-04-01T00:00:00,2021,4,April,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,53173663
133,2021-04-01T00:00:00,2021,4,April,38,เคมีภัณฑ์เบ็ดเตล็ด,124781857
134,2021-04-01T00:00:00,2021,4,April,72,เหล็กและเหล็กกล้า,136223797
135,2021-04-01T00:00:00,2021,4,April,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,110714806
136,2021-03-01T00:00:00,2021,3,March,87,ยานยนต์และส่วนประกอบ,1498296254
137,2021-03-01T00:00:00,2021,3,March,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,876768163
138,2021-03-01T00:00:00,2021,3,March,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,655070764
139,2021-03-01T00:00:00,2021,3,March,39,พลาสติกและของที่ทำด้วยพลาสติก,372808436
140,2021-03-01T00:00:00,2021,3,March,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,404851440
141,2021-03-01T00:00:00,2021,3,March,73,ของทำด้วยเหล็กหรือเหล็กกล้า,316443891
142,2021-03-01T00:00:00,2021,3,March,42,เครื่องหนัง,256251272
143,2021-03-01T00:00:00,2021,3,March,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,265864788
144,2021-03-01T00:00:00,2021,3,March,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),163659399
145,2021-03-01T00:00:00,2021,3,March,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,202498482
164,2021-02-01T00:00:00,2021,2,February,72,เหล็กและเหล็กกล้า,117941643
146,2021-03-01T00:00:00,2021,3,March,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",124886916
147,2021-03-01T00:00:00,2021,3,March,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,61869973
148,2021-03-01T00:00:00,2021,3,March,38,เคมีภัณฑ์เบ็ดเตล็ด,108459491
149,2021-03-01T00:00:00,2021,3,March,72,เหล็กและเหล็กกล้า,116836553
150,2021-03-01T00:00:00,2021,3,March,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,127620782
151,2021-02-01T00:00:00,2021,2,February,87,ยานยนต์และส่วนประกอบ,926331137
152,2021-02-01T00:00:00,2021,2,February,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,755144723
153,2021-02-01T00:00:00,2021,2,February,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,559915813
154,2021-02-01T00:00:00,2021,2,February,39,พลาสติกและของที่ทำด้วยพลาสติก,296871917
155,2021-02-01T00:00:00,2021,2,February,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,346483977
156,2021-02-01T00:00:00,2021,2,February,73,ของทำด้วยเหล็กหรือเหล็กกล้า,280940279
157,2021-02-01T00:00:00,2021,2,February,42,เครื่องหนัง,161374752
158,2021-02-01T00:00:00,2021,2,February,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,221475985
159,2021-02-01T00:00:00,2021,2,February,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),156971898
160,2021-02-01T00:00:00,2021,2,February,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,138609568
161,2021-02-01T00:00:00,2021,2,February,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",103836110
162,2021-02-01T00:00:00,2021,2,February,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,72608858
163,2021-02-01T00:00:00,2021,2,February,38,เคมีภัณฑ์เบ็ดเตล็ด,101295672
165,2021-02-01T00:00:00,2021,2,February,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,110710307
166,2021-01-01T00:00:00,2021,1,January,87,ยานยนต์และส่วนประกอบ,950560163
167,2021-01-01T00:00:00,2021,1,January,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,714072841
168,2021-01-01T00:00:00,2021,1,January,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,552185503
169,2021-01-01T00:00:00,2021,1,January,39,พลาสติกและของที่ทำด้วยพลาสติก,302247537
170,2021-01-01T00:00:00,2021,1,January,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,348890272
171,2021-01-01T00:00:00,2021,1,January,73,ของทำด้วยเหล็กหรือเหล็กกล้า,292817465
172,2021-01-01T00:00:00,2021,1,January,42,เครื่องหนัง,205734769
173,2021-01-01T00:00:00,2021,1,January,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,251704966
174,2021-01-01T00:00:00,2021,1,January,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),179421174
175,2021-01-01T00:00:00,2021,1,January,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,160126992
176,2021-01-01T00:00:00,2021,1,January,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",91896245
177,2021-01-01T00:00:00,2021,1,January,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,80575806
178,2021-01-01T00:00:00,2021,1,January,38,เคมีภัณฑ์เบ็ดเตล็ด,109553289
179,2021-01-01T00:00:00,2021,1,January,72,เหล็กและเหล็กกล้า,85356343
180,2021-01-01T00:00:00,2021,1,January,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,109272102
181,2020-12-01T00:00:00,2020,12,December,87,ยานยนต์และส่วนประกอบ,1162138550
182,2020-12-01T00:00:00,2020,12,December,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,837835216
1257,2015-01-01T00:00:00,2015,1,January,42,เครื่องหนัง,156616297
183,2020-12-01T00:00:00,2020,12,December,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,593139251
184,2020-12-01T00:00:00,2020,12,December,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,374884803
185,2020-12-01T00:00:00,2020,12,December,73,ของทำด้วยเหล็กหรือเหล็กกล้า,325648797
186,2020-12-01T00:00:00,2020,12,December,39,พลาสติกและของที่ทำด้วยพลาสติก,297378371
187,2020-12-01T00:00:00,2020,12,December,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,233491993
188,2020-12-01T00:00:00,2020,12,December,42,เครื่องหนัง,216900203
189,2020-12-01T00:00:00,2020,12,December,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,161540391
190,2020-12-01T00:00:00,2020,12,December,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,158113171
191,2020-12-01T00:00:00,2020,12,December,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),152212658
192,2020-12-01T00:00:00,2020,12,December,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",123637565
193,2020-12-01T00:00:00,2020,12,December,64,รองเท้า,116593359
194,2020-12-01T00:00:00,2020,12,December,40,ยางและของทำด้วยยาง,108238056
195,2020-12-01T00:00:00,2020,12,December,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,102149421
196,2020-11-01T00:00:00,2020,11,November,87,ยานยนต์และส่วนประกอบ,1217519503
197,2020-11-01T00:00:00,2020,11,November,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,803419332
198,2020-11-01T00:00:00,2020,11,November,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,583752320
199,2020-11-01T00:00:00,2020,11,November,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,358509820
200,2020-11-01T00:00:00,2020,11,November,73,ของทำด้วยเหล็กหรือเหล็กกล้า,296596621
201,2020-11-01T00:00:00,2020,11,November,39,พลาสติกและของที่ทำด้วยพลาสติก,283627161
202,2020-11-01T00:00:00,2020,11,November,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,219380425
203,2020-11-01T00:00:00,2020,11,November,42,เครื่องหนัง,191611239
204,2020-11-01T00:00:00,2020,11,November,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,179143246
205,2020-11-01T00:00:00,2020,11,November,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,227408892
206,2020-11-01T00:00:00,2020,11,November,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),180273773
207,2020-11-01T00:00:00,2020,11,November,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",125437081
208,2020-11-01T00:00:00,2020,11,November,64,รองเท้า,115867205
209,2020-11-01T00:00:00,2020,11,November,40,ยางและของทำด้วยยาง,100588609
210,2020-11-01T00:00:00,2020,11,November,61,เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์,127370741
211,2020-10-01T00:00:00,2020,10,October,87,ยานยนต์และส่วนประกอบ,1056538167
212,2020-10-01T00:00:00,2020,10,October,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,786832162
213,2020-10-01T00:00:00,2020,10,October,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,529548581
214,2020-10-01T00:00:00,2020,10,October,30,ผลิตภัณฑ์ทางเภสัชสัชกรรม,358046746
215,2020-10-01T00:00:00,2020,10,October,73,ของทำด้วยเหล็กหรือเหล็กกล้า,300100891
216,2020-10-01T00:00:00,2020,10,October,39,พลาสติกและของที่ทำด้วยพลาสติก,274222549
217,2020-10-01T00:00:00,2020,10,October,33,เครื่องหอม เครื่องสำอางหรือสิ่งปรุงแต่งสำหรับประทินร่างกาย,234239385
218,2020-10-01T00:00:00,2020,10,October,42,เครื่องหนัง,147026328
219,2020-10-01T00:00:00,2020,10,October,62,เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์,149761316
220,2020-10-01T00:00:00,2020,10,October,7,พืชผักรวมทั้งรากและหัวบางชนิดที่บริโภคได้,154925863
221,2020-10-01T00:00:00,2020,10,October,23,อาหารสัตว์(กากและเศษที่เหลือจากอุตสาหกรรมผลิตอาหาร),146258657
222,2020-10-01T00:00:00,2020,10,October,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",119326884
223,2020-10-01T00:00:00,2020,10,October,64,รองเท้า,107361790
